,Empresa,RMSE_knn,RMSE_xgb,RMSE_ARIMA,RMSE_RF,RMSE_Lasso
54,Blau,0.0017717092626614373,0.0015008950779983965,0.002432233601355861,0.0015327782348488678,0.0015008899959265344
55,Boa Safra,0.0009151431687112934,0.0008593587457537142,0.0012284875928097625,0.0008243464384640624,0.00085935092892214
56,Boa Vista,0.0005025473675169468,0.0005503238921518288,0.0007470869828702679,0.0005920852336740511,0.000550321780554393
57,Brasilagro,0.0016821553972582819,0.001501081331604258,0.0018538869596793402,0.0011788400776699508,0.001501082458607715
58,Braskem,0.010940009042953393,0.016142768098095065,0.016986236697384575,0.0157412875035408,0.016142774650116133
59,Brava,0.018695347036177125,0.019799318843447933,0.01942517952451151,0.01848859021383212,0.01979931284668587
60,Brisanet,0.0007200086152581001,0.0009101125818350091,0.0006206706662273618,0.0007568620294869334,0.0009100982486480669
61,Brookfield,0.00212197462516029,0.0023420806917850145,0.0022800808459193665,0.002129348604778119,0.0023420812089834275
62,CC Des Imob,0.001080217013578751,0.0009283893927778173,0.0019069198530020726,0.0009449049258526045,0.0009283962107652118
63,CPFL Energia,0.006935934497388237,0.00944818784602341,0.009716208402712116,0.0068654824885366625,0.009448186919001676
64,CPFL Geracao,0.003165180768312823,0.002951924217614932,0.004040043627194847,0.002976973368039272,0.0029519193495586037
65,CPFL Piratininga,0.0012513805041648972,0.0012127077246521353,0.0012932014875807727,0.0009332611926370244,0.0012127082347629925
66,CPFL Renovav,0.003975401525302753,0.004856027607362696,0.005317961137746769,0.004051899655399504,0.004856027268459838
67,Cacique,9.053496637483775e-05,8.562047002785538e-05,0.00010098006398819572,8.310752667955953e-05,8.562784046633452e-05
68,Cambuci,9.421664573030894e-05,9.051152159708356e-05,0.00020796184227470769,8.336807772510937e-05,9.051328993805572e-05
69,Camil,0.0037952154284973867,0.004116815215439309,0.0044026420652173905,0.003073435150944636,0.0041168191038752815
70,Carrefour BR,0.011804996555422286,0.012345129764145795,0.019335947998360428,0.012922274034160538,0.012345124881781386
71,Casan,0.0008853091237380901,0.0008352453034602403,0.0013079792083910378,0.000772207555027006,0.0008352464922240784
72,Cba,0.00261335775492402,0.002656217656766351,0.003661983458451873,0.0026506929222569328,0.0026562079710645567
73,Cea Modas,0.002528730820062606,0.0021113627481461443,0.0023974484356852096,0.0020842984053745122,0.0021113593471711787
74,Ceb,1.5122366822439837e-05,1.51222468258716e-05,0.0005405422927436954,2.6469229303938135e-06,1.5122366822439837e-05
75,Cedro,0.00013368689429517385,0.00013199722308578714,0.00016564579622038614,0.0001187316808692514,0.00013199671534193383
76,Ceee-D,0.0021618298114176615,0.002109475631141237,0.002462227772722083,0.0021602469364840095,0.002109477335797065
77,Ceee-G,0.0006152747224299269,0.0006116601811879006,0.0006404985259393844,0.0006336069145013465,0.0006116744172282502
78,Ceee-T,0.001360277333451772,0.0015357754458438311,0.0019482448414969557,0.0014372764386591664,0.001535768625654824
79,Ceg,0.0008241478487240807,0.0007623525923242151,0.0008269925041036222,0.0005696251503152595,0.000762357130910454
80,Celesc,0.004198596234016043,0.003893778494039839,0.004852275208541667,0.0037560239686704774,0.0038937716034081736
81,Celpe,0.001064810224356142,0.0009735928979237444,0.001050107622420803,0.0007423437674247903,0.0009735890772571993
82,Cemig,0.007596668976613926,0.010605339072743683,0.011115765589314491,0.008538932253923373,0.010605337667131079
83,Cesp,0.0037443935884727262,0.0043740439738731525,0.005386206453999405,0.0038264289912653847,0.00437403990678908
84,Cia Hering,0.0002811770309759309,0.00028391052256194175,0.0003428699003790841,0.00023137025260423113,0.0002839081203845948
85,Cielo,0.009227990490677058,0.010717157783811038,0.01267564445896202,0.009583064311968838,0.010717155977994684
86,Cinesystem,3.7389764456692674e-05,3.94042481668757e-05,3.5859866966509105e-05,3.887460972303323e-05,3.9387706556522654e-05
87,Clearsale,0.00048161069077389923,0.0006383857592625453,0.0004508702968734012,0.0005419687922570969,0.0006383686269927802
