,Empresa,RMSE_knn,RMSE_xgb,RMSE_ARIMA,RMSE_RF,RMSE_Lasso
232,Invepar,0.012817940165336406,0.013605631661174539,0.015905560260647884,0.012655099255223885,0.013605632594862999
233,Iochp-Maxion,0.002913246897948809,0.00302912437825567,0.0035566589355284783,0.002447900827620422,0.003029124333189739
234,Irani,0.0007589488272241376,0.0006895425549218553,0.000902696944704169,0.0005617171736240104,0.0006895427884405354
235,Isa Energia,0.0035540136736403496,0.003849642359856878,0.0041899773736878395,0.0032583276141742996,0.0038496447425998277
236,Itausa,0.017046521878902803,0.04402690749833169,0.028126893542390462,0.04146831973787614,0.04402690190832015
237,Itautec,0.0001814278549672736,0.00017500485247301647,0.00022123269324766495,0.0001590685908834404,0.00017500052776184185
238,JBS,0.020265315441951495,0.033434744737885935,0.03686705047801167,0.024852665419707303,0.03343474674146463
239,JHSF Part,0.0017287883042016543,0.00161403885899358,0.002271257566877898,0.0012443235234319233,0.001614037473529049
240,JSL,0.01405886913929716,0.014451476863954862,0.016026324020787918,0.013865906326124442,0.014451474157657521
241,Jallesmachad,0.004342783141490293,0.004381156720465716,0.006690605642384881,0.00429966914573169,0.004381149231582697
242,Joao Fortes,0.0007467966626186458,0.0007632134391010434,0.0010451646341444931,0.0007514204294783856,0.0007632105044377048
243,Josapar,0.00035144413623064375,0.00032894149652090655,0.00031464370889838756,0.0002304245310289936,0.00032894411269536456
244,Karsten,9.887993048156434e-05,0.00010989077436283569,0.00017338287022479308,0.00010692783383550618,0.00010989155063448044
245,Kepler Weber,0.0002881448459870888,0.0002872891101416573,0.0003648843814763454,0.0002483174576135868,0.00028729105239357826
246,Klabin S/A,0.005922143368763714,0.007565580627307574,0.009799074476659076,0.004832444953666715,0.007565580461019681
247,Kora Saude,0.000950857419266852,0.0018389114525709238,0.0013222004634274094,0.0021374270648942574,0.001838917314999177
248,LF Tel,0.016267172127691094,0.014955037750509135,0.01734111790038068,0.01524906182319548,0.01495503828898396
249,La Fonte Tel,0.007889285056079129,0.00790367277236571,0.01027187288911005,0.00789614503135039,0.007903672692046858
250,Laep,0.0005066980185347894,0.0005798584972802321,0.00030942617486054956,0.0006262293275330109,0.0005798655439518673
251,Lavvi,0.0010601728425854533,0.000937492316163738,0.0010156519803184003,0.0008218151470847081,0.0009374950411274804
252,Le Biscuit,0.0013848227216658813,0.0012360850588378624,0.0015725104746131373,0.0012695329754822,0.001236083848213179
253,Lifemed,0.00015131599885102016,0.00014351313963730956,0.00021748193474450738,0.00014623687087803925,0.00014351158410219335
254,Light S/A,0.00424949042048707,0.005022246858882513,0.005582462894338872,0.0042038194605856965,0.005022245192469174
255,Linx,0.0010965050737873905,0.0009798701180669842,0.0013162515242415669,0.0009410922669811182,0.0009798708749942946
256,Litel,0.005539535034437027,0.009272103388468202,0.016873437589594573,0.009269648404523354,0.009272102743742268
257,Litela,0.01397696282518636,0.016304235624845044,0.012526145094562294,0.0127335550564463,0.016304242236113858
258,Lix da Cunha,6.725173345469724e-05,5.589688100596889e-05,6.834377908387919e-05,5.381357752674157e-05,5.589424029420886e-05
259,Localiza,0.01630956247250816,0.017151164226734447,0.021835155008552022,0.016987616531692413,0.017151165538192036
260,Locamerica,0.004385678108413047,0.004113112103545832,0.004245943440580248,0.003704681238864895,0.004113112215062278
261,Log Com Prop,0.0009188185608433546,0.0009094857260721918,0.0009778063557511901,0.0006844385997439972,0.0009094883867040176
262,Log-In,0.0007790167600994573,0.0007913342344145407,0.0009053143110178452,0.000707833551752121,0.0007913344537534264
263,Lojas Americ,0.0060652572419226955,0.008311038344609629,0.010387022218229467,0.006744713360297381,0.008311039281485138
264,Lojas Hering,9.346003960673577e-06,1.1062111979090983e-05,1.0946454131978482e-05,1.1328736902167349e-05,1.1059991177086037e-05
265,Lojas Marisa,0.0011960226444309567,0.0011508090446353788,0.0016162832943921693,0.0009733176118259082,0.001150809600951737
266,Lojas Renner,0.003427058617809879,0.0033827152035828226,0.004404622658934734,0.0028928275161734917,0.003382716248359522
267,Longdis,5.462028617385558e-07,4.938459476879912e-07,7.696079718554411e-07,4.0260930225152123e-07,4.914190330403322e-07
268,Lopes Brasil,0.00026764954811466646,0.00025733898420655417,0.00022750557545857416,0.0002337498288088947,0.0002573417082369854
